job_title,company_name,location,about,responsibilities,qualifications,preferred_qualifications,skills,education,compensation,minimum_years_experience,original_url,original_epoch_time,original_api_salary_min,original_api_salary_max,original_id
Languages Instructors,AE Virtual Class,Americas,,[],[],[],['other'],[],[],,https://remoteOK.com/remote-jobs/remote-languages-instructors-ae-virtual-class-1093209,1747863884,10000,10000,1093209
Data Analyst,Foodsmart,Remote,"Foodsmart is the leading telenutrition and foodcare solution, backed by a robust network of Registered Dietitians. Our platform is designed to foster healthier food choices, drive lasting behavior change, and deliver long-term health outcomes. Through our highly personalized, digital platform, we guide our 2.2 million members—including those in employer-sponsored health plans, regional and national Medicaid managed care organizations, Medicare Advantage plans, and commercial insurers—on a tailored journey to eating well while saving time and money.
Foodsmart seamlessly integrates dietary assessments and nutrition counseling with online food ordering and cost-effective meal planning for the entire family, optimizing ingredients both at home and on the go. We partner with national and regional retailers across the U.S., many of whom accept SNAP/EBT, making healthier food more accessible. Additionally, we assist members with SNAP enrollment and management, providing tangible access to nutritious
food.In
2024, Foodsmart secured a $200 million investment from TPG's Rise Fund, which supports entrepreneurs dedicated to achieving the United Nations' Sustainable Development Goals. This investment will help us expand our reach, particularly to low-income workers who are disproportionately affected by diet-related diseases.
At Foodsmart, our mission is to make nutritious food accessible and affordable for everyone, regardless of economic status. We are committed to a set of core values that shape our culture and work environment:
Measured:
We make data-driven, truth-seeking decisions.
Impactful:
We are fueled by achieving our mission and vision.
Collaborative:
We help each other be better and create a positive environment.
Hungry:
We maintain a healthy growth mindset, seeking to overcome challenges with courage.
Joyful:
We take joy in each other, our work, and the privilege of doing this work.
Whether you're a dietitian, a commercial leader, or a technologist, working at Foodsmart means being part of a team that is passionate, supportive, and driven by a shared purpose. Join us in transforming the way people access and enjoy healthy food.
Learn more at
www.foodsmart.com
About the role:
The Data Analyst will join our dynamic team responsible for managing and interpreting data to provide actionable insights to our operations and product teams. The Data Analyst is responsible for developing, implementing, and maintaining cutting-edge analytic systems, conducting data analysis to derive business insights, and designing scalable data models and pipelines. This role also involves collaborating closely with stakeholders from various departments to prioritize business and information needs, and presenting data-driven recommendations to the executive team.
\n
You will:
Own the development, implementation, and maintenance of advanced analytic systems, simplifying intricate problems through streamlined frameworks.
Conduct thorough data analysis to uncover valuable business insights, trends, and growth opportunities.
Design, build, and manage scalable data models and pipelines within our data warehouse.
Identify, interpret, and analyze patterns and trends within complex datasets.
Collaborate closely with stakeholders in Marketing, Sales, Product, and Engineering to prioritize data-driven decision-making.
You are:
Proactive and act as an advocate for your customers
Take pride in your work and approach every project with enthusiasm and excitement
Experienced in  data warehousing, data design, and data analysis.
Knowledgeable of healthcare industry standards and compliance regulations.
You have:
Accumulated 2+ years of experience in a data analyst role, preferably within healthcare or startup environments.
Proficiency in SQL and other data manipulation languages.
Experience with business intelligence tools such as Tableau, Looker, or Power BI.
Proficiency in at least one scripting language, with a preference for Python or R.
A self-starting attitude, capable of thriving in a fast-paced, agile environment.
Familiarity with ETL (Extract, Transform, Load) processes.
Understanding of machine learning algorithms and statistical models.
\n
$103,000 - $135,000 a year
Role: Data Analyst",[],[],[],"['analyst', 'education', 'engineering', 'executive', 'growth', 'health', 'healthcare', 'investment', 'operations', 'python']",[],[],,https://remoteOK.com/remote-jobs/remote-data-analyst-foodsmart-1093207,1747785609,75000,110000,1093207
Senior full stack developer,Ringbook,nan,,"['Design the full stack system flow', 'Hands on development from concept to deployment', 'Optimize applications for maximum speed and scalability', 'Stay up-to-date with the best use of AI models and deployment']","['Knowledgeable in deployment of AI into the system.\xa0 (e.g. User prompting, parsing scanned document data into forms, reading bank statement and predictive text)', 'Showcase the projects you have built.', 'Proven experience as a Full Stack Developer or similar role.', 'Strong in React, Typescript, tRPC, Supabase.', 'Familiar with Cloudflare and AWS.']",[],"['ai', 'aws', 'dev', 'full stack', 'react', 'senior', 'typescript']",[],"['Small team of 3 people (No bureaucracies)', 'Full remote.', 'We are at the iteration stage and this position will need to make a lot of major decision for the company.', ""Please mention the word **ELECTRIFY** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]",,https://remoteOK.com/remote-jobs/remote-senior-full-stack-developer-ringbook-1093206,1747777984,20000,30000,1093206
TikTok Video Director,Coin Market Cap Ltd,nan,,"[""1. Responsible for writing high-quality video interview scripts based on interviewees, ensuring that the script content aligns with the platform's style and user preferences."", '2. Plan the overall style, content direction, and creative concepts of interview videos, and design the lens language to transform interview scripts into detailed shooting lists, specifying the shooting requirements and visual effects for each shot.', '3. Oversee the entire production process of interview videos, including pre-production planning, online shooting, and post-production editing.', '4. Continuously monitor the performance data of interview videos, such as user interaction rates, views, and shares, and use data analysis results to optimize future interview content strategies and enhance the dissemination effect of videos.', '5. Keep up with the latest trends and popular content formats on TikTok/YouTube platforms, and adjust the style and content of interview videos in a timely manner.', '6. Research the cultural characteristics and viewing preferences of the target audience to make interview content more attractive.', 'Job Requirements:', '1. At least 5 years of video directing experience, with preference given to those with experience in interview production.', '2. Proficient in video editing software, such as Adobe Premiere Pro/Final Cut Pro/CapCut.', '3. Active thinking, capable of designing innovative interview formats and questioning methods, and possessing good copywriting skills.', '4. Possess excellent analytical skills to optimize content direction based on data insights.', '5. Heavy user of TikTok/YouTube platforms, with a unique understanding of short video content, a keen sense of hot topics, and the ability to dig up topics. Preference given to those with experience in building TikTok accounts from scratch (0-1).', '6. Preference given to those with experience in planning and directing viral videos of the same type.', '7. Familiar with TikTok/YouTube advertising and analytics tools.', '8. Knowledge of SEO and social media content optimization.', '9. Fluent in English, with excellent speaking, listening, reading, and writing skills.', '10. Interest in or experience in the Web3 industry is preferred.', '\\n', '\\n', ""Please mention the word **PLEASING** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]",[],[],"['analytics', 'content', 'copywriting', 'design', 'digital nomad', 'director', 'post-production', 'seo', 'video', 'web3']",[],[],,https://remoteOK.com/remote-jobs/remote-tiktok-video-director-coin-market-cap-ltd-1093205,1747764002,55000,80000,1093205
Member of Compliance Sanctions,Anchorage Digital,U.S.,,[],[],[],"['analytics', 'bank', 'blockchain', 'communication', 'crypto', 'cryptocurrency', 'data analysis', 'express', 'finance', 'financial', 'growth', 'legal', 'management', 'manager', 'monitoring', 'security', 'slack', 'strategy', 'support', 'system', 'testing', 'travel']",[],[],,https://remoteOK.com/remote-jobs/remote-member-of-compliance-sanctions-anchorage-digital-1093202,1747742404,60000,100000,1093202
Member of Product Marketing Protocols,Anchorage Digital,U.S.,,[],[],[],"['bank', 'communication', 'content', 'copywriting', 'crypto', 'educational', 'finance', 'financial', 'go', 'growth', 'lead', 'legal', 'marketing', 'sales', 'security', 'support', 'technical']",[],[],,https://remoteOK.com/remote-jobs/remote-member-of-product-marketing-protocols-anchorage-digital-1093197,1747652403,40000,70000,1093197
Manager Engineering II Data Pipelines,Ironclad,San Francisco,,"['As an Engineering Manager, you will be leading a team of talented, passionate engineers to build the future of digital contracting. You will be responsible for both defining and achieving the success of your team.', ""Manage and grow your engineering team - this involves deeply understanding your team's dynamics, micro culture and roadmap needs."", 'Foster a culture of technical excellence - this involves having input and a pulse on the tradeoffs your team is making on a day to day basis and helping your team deliver high quality products that work at scale against tight timelines.', 'Develop and deliver on an impactful roadmap - this involves partnering with the product manager, designers, managing cross-team dependencies, setting the vision for your team, ensuring every team member is bought in and is on the same page with respect to the ""why"". Foster a culture of innovation and creativity Fix what\'s broken - \xa0Leaders at Ironclad speak up about things that are broken and contribute to organizational solutions and process changes.', ""You will represent Ironclad to our prospects and customers that run the gamut from modern, category-defining companies to the Fortune 500. In partnership with design and product managers, you will build the world-class product development infrastructure and team that advances our vision to build the product that legal teams love. Best of all, you'll be joining a company of smart, driven, and low-ego teammates from places like Salesforce, Facebook, Google, Palantir, DocuSign, and Harvard Law."", 'Collaborate with designers, product managers, and other engineers to spec, design, and build features and systems', 'Work with quality engineers to define, build and maintain testing strategy', 'Provide thoughtful feedback to others on the team', 'Help interview and recruit talented engineers to Ironclad']","['Work on a modern stack built upon: TypeScript, ReactJS,', 'Node.js', ', and Docker containers in Kubernetes on Google Cloud Platform (experience with these specific technologies not required)', '2+ years of technical leadership or management experience in software engineering', '5+ years of software experience architecting, building, launching and maintaining complex systems (a formal degree is not required, we are prioritizing industry experience)', 'Passion for software engineering to build and ship great product', 'A high bar for quality', 'Passionate about mentoring, learning and sharing knowledge', 'Strong cross-team communication and collaboration skills', ""Ironclad's Values: Drive, Intent, Integrity, and Empathy""]",[],"['cloud', 'collaboration', 'communication', 'design', 'digital nomad', 'docker', 'engineering', 'google cloud platform', 'growth', 'health', 'hr', 'kubernetes', 'leader', 'leadership', 'legal', 'management', 'manager', 'mentoring', 'node.js', 'operational', 'sales', 'software', 'technical', 'testing', 'typescript']",[],"['Health, dental, and vision insurance', '401k', 'Wellness reimbursement', 'Take what you need vacation policy', 'Generous parental leave for both primary and secondary caregivers', 'Base Salary Range: $190,000 - $210,000', ""The base salary range represents the minimum and maximum of the salary range for this position based at our San Francisco headquarters. The actual base salary offered for this position will depend on numerous factors, including individual proficiency, anticipated performance, and the location of the selected candidate. Our base salary is just one component of Ironclad's competitive total rewards package, which also includes equity awards (a new hire grant, along with opportunities for additional awards throughout your tenure), competitive health and wellness benefits, and a commitment to career growth and development."", 'Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.', ""Please mention the word **IRREPLACEABLE** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]",2.0,https://remoteOK.com/remote-jobs/remote-manager-engineering-ii-data-pipelines-ironclad-1093192,1747486804,67500,97500,1093192
Visual Designer,PIP Labs,US,,"['Design high-quality visuals across brand surfaces—web, social, marketing campaigns, events, content drops, and more', 'Collaborate on major product and brand launches with our marketing, content, and community teams', 'Work on event design for high-profile industry activations (e.g., ETHDenver, Korea Blockchain Week)', 'Contribute to merchandise, physical collateral, and experiential design', 'Maintain visual consistency while adapting assets for different formats and audiences', 'Help evolve our internal file management and design ops process']","['Experience in brand or visual design, ideally in a high-growth tech startup or fast-paced agency', 'A polished, diverse portfolio that shows skill across campaign work, branding, and marketing design', 'Strong eye for hierarchy, layout, typography, and clean visual systems', 'Comfortable working across multiple formats and channels—from digital to physical', ""Highly communicative and organized—you're able to run with projects, manage feedback cycles, and hit deadlines without much oversight"", 'Hungry to grow—interested in expanding your creative ownership and leveling up into a more senior role', 'Interest in crypto/web3 and/or new internet-native creative economies']","['Experience working on web3 or crypto-native brands', 'Past work in agency environments with recognizable brands', 'Experience designing for communities, events, or ecosystem growth', '\\n', ""Please mention the word **PAINLESS** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]","['content', 'design', 'designer', 'digital nomad', 'management', 'marketing', 'senior', 'web3']",[],[],,https://remoteOK.com/remote-jobs/remote-visual-designer-pip-labs-1093190,1747432803,80000,150000,1093190
Marketing Design Intern 2025 Summer Intern,Symmetry Systems,Remote,,"['Create eye-catching visual content for social media, website, email campaigns, and marketing materials', 'Design infographics that simplify complex data security concepts for various audiences', 'Produce short-form video content for digital marketing channels', 'Assist with maintaining brand consistency across all visual assets', 'Support the development of presentation materials for client pitches and industry events', 'Collaborate with marketing team members to understand design needs and objectives']","['Currently pursuing a degree in Graphic Design, Digital Media, Visual Communications, or related field', 'Portfolio demonstrating strong visual design skills and creativity', 'Proficiency with design software (Figma, Adobe Creative Suite, or similar)', 'Proficiency with generative AI', 'Video editing skills', 'Experience with motion graphics or animation', 'Understanding of design principles and current visual trends', 'Ability to translate technical information into visually compelling content', 'Strong attention to detail and time management skills', 'Interest in or knowledge of cybersecurity or data protection concepts (Nice to have)']",[],"['ai', 'content', 'creativity', 'cybersecurity', 'design', 'digital nomad', 'editing', 'figma', 'management', 'marketing', 'security', 'software', 'support', 'technical', 'time management', 'video']",[],"['Hands-on experience in a fast-growing industry', 'Mentorship from experienced cybersecurity, marketing and design professionals', 'Opportunity to build a portfolio of work in the tech security space', 'Flexible schedule to accommodate academic commitments', 'Potential for future employment opportunities', '\\n']",,https://remoteOK.com/remote-jobs/remote-marketing-design-intern-2025-summer-intern-symmetry-systems-1093189,1747393210,70000,80000,1093189
Lifecycle Marketing Associate,Blueland,Sweetgreen,,"['Own outgoing Email and SMS communication for retention and acquisition', 'Manage Email & SMS campaign calendar and ensure a smooth process from campaign scoping to segmented sends', 'Manage Klaviyo, our ESP and SMS platform', 'Develop briefs and work in collaboration with the Brand and Creative team to develop engaging emails', 'Report on key Email/SMS metrics to drive actionable insights and optimize marketing strategies']","['1-2 years of lifecycle marketing experience. Startup & DTC experience preferred', 'Deep understanding of Email & SMS (flows, campaigns, cross-sell/upsell, customer segmentation, etc.). Experience in Klaviyo required.', 'Experience with Figma and project management tools, Notion and Asana preferred.', 'Detail-oriented and a fast learner comfortable wearing many hats', 'Consistently takes initiative and has a relentless desire to optimize & improve metrics', 'Excellent written and verbal communication skills', ""Passionate about the environment and sustainability and interested in Blueland's mission"", '\\n', 'The hourly range for this position is $50-$55/hour. This is a part-time role at 20 hours/week. Employment duration is:', 'July 7th - November 17th.', ""At Blueland we believe in order to build a better future and planet, we must advocate for diversity, equity and inclusion. We are proud to have assembled a diverse team and strongly encourage you to apply even if you don't meet every"", 'qualification.', 'View', 'our', 'California Personnel and Applicant Privacy Notice', '.', ""Please mention the word **ENRICH** and tag RMzguNjguMTM0LjE5NA== when applying to show you read the job post completely (#RMzguNjguMTM0LjE5NA==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.""]",[],"['asana', 'communication', 'figma', 'growth', 'investment', 'management', 'marketing', 'notion', 'part-time', 'project management', 'strategy', 'support']",[],[],2.0,https://remoteOK.com/remote-jobs/remote-lifecycle-marketing-associate-blueland-1093188,1747393203,35000,65000,1093188
